wl,Y1,Y2,Y3,Y4,Y5,Y6,Y9,Y10,Y11,Y12,Y13,Y14,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27
330.738983,19.60651,9.377087333,13.93814033,13.189909,11.01979433,12.65460533,11.59436767,9.387615333,11.33394133,11.8146,17.71065733,11.04105633,18.159601,18.653701,22.01067233,15.73257033,14.498498,12.53709533,16.080197,9.491505,14.411987,17.51874133,13.49137167
331.107697,19.618438,9.342267667,13.896664,13.30964967,10.969184,12.68510833,11.50353467,9.495764333,11.39012067,11.85706267,17.699185,11.251256,18.241888,18.66263133,22.064166,15.771204,14.50002267,12.49746733,16.103051,9.506217,14.41703567,17.46068467,13.48828267
331.476379,19.696908,9.384318,13.769739,13.41756833,10.86099033,12.74588533,11.45229667,9.473208667,11.36775867,12.006094,17.69691433,11.26765267,18.27365667,18.77333567,22.05748167,15.75200133,14.58463333,12.457903,16.08156067,9.484428333,14.41335867,17.42183133,13.48254267
331.845032,19.705712,9.469411333,13.794949,13.45137367,10.82390733,12.73195967,11.34755033,9.497598,11.34315667,11.969551,17.654709,11.28993667,18.34558733,18.75838,22.04602067,15.706699,14.53556567,12.519773,16.180271,9.449735333,14.450727,17.355093,13.55907933
332.213654,19.66488333,9.494876667,13.75620867,13.42737233,10.87052633,12.68852733,11.45401167,9.409617,11.42627567,11.991261,17.69159333,11.353045,18.43582767,18.80468567,21.967542,15.749466,14.610935,12.524014,16.230623,9.52183,14.45900067,17.37826333,13.592265
332.582245,19.65431767,9.496424667,13.79039733,13.454575,10.817617,12.77375767,11.50747167,9.367347,11.470293,12.00023967,17.769278,11.36579667,18.616224,18.781763,22.003646,15.824502,14.601733,12.47564633,16.13808633,9.483997,14.473635,17.50328233,13.55078733
332.950806,19.63208933,9.622737667,13.832836,13.44156933,10.80982233,12.80389533,11.67686933,9.277038667,11.434659,11.980292,17.78694567,11.410065,18.65266733,18.79028267,22.04661467,15.87393833,14.64128833,12.517209,16.08977733,9.506633333,14.52591633,17.44834733,13.50225033
333.319305,19.59127433,9.603487,13.90519167,13.48466333,10.788898,12.84096733,11.67468267,9.274603,11.371216,11.93164367,17.85317033,11.411446,18.72518233,18.808101,22.045594,15.852302,14.60695633,12.49901767,16.19258033,9.442276333,14.606633,17.48835833,13.54981267
333.687775,19.50254867,9.630522667,13.90008733,13.46578267,10.64878567,12.83965333,11.70564267,9.117928667,11.32586567,11.84640267,17.87698867,11.39638467,18.80729867,18.71325567,21.98363167,15.84502967,14.64248367,12.43932533,16.105927,9.326176667,14.60374967,17.54464867,13.502054
334.056244,19.5061,9.660041,13.913735,13.43271033,10.628679,12.87125233,11.65657733,9.040406,11.22404633,11.83286,17.925371,11.41032533,18.84613,18.68154533,21.96641867,15.85731867,14.65635833,12.410045,16.21727333,9.309341333,14.67062,17.531621,13.39949067
334.424683,19.53207733,9.654876,14.03464267,13.47944467,10.62551133,12.81473633,11.726925,8.930999667,11.223541,11.75201633,17.855108,11.38373833,18.81928133,18.737399,21.850536,15.79546333,14.710443,12.480565,16.226821,9.353042,14.580138,17.49944733,13.397086
334.793091,19.33985967,9.72731,14.014208,13.470567,10.51908667,12.79265167,11.73345667,9.006694667,11.23817933,11.773212,17.83553333,11.344204,18.83943,18.68690367,21.827541,15.76742867,14.666284,12.46544933,16.34331733,9.377472333,14.59601833,17.49895033,13.41191867
335.161499,19.33209,9.703648333,14.03451333,13.48910667,10.531325,12.77298733,11.86761367,8.987170333,11.17057667,11.75262733,17.858787,11.379002,18.824027,18.74312767,21.840336,15.75943533,14.674794,12.56288767,16.36582733,9.322690333,14.61031167,17.45522033,13.536058
335.529785,19.276913,9.725748333,14.03971667,13.49680533,10.48364567,12.78343067,11.86400767,8.982245333,11.156784,11.79296,17.884918,11.37089933,18.90362767,18.70058433,21.87404433,15.739522,14.633887,12.52855033,16.450038,9.285265,14.6287,17.49101567,13.60672067
335.898132,19.28830633,9.716677333,14.05492667,13.446977,10.444198,12.81980067,11.84524967,8.938191667,11.16968233,11.77838333,17.90757,11.379732,18.86253233,18.72805533,21.797273,15.57310433,14.500318,12.58568267,16.52713233,9.320965333,14.59259033,17.55507667,13.57562667
336.266388,19.22321667,9.669727667,14.11709067,13.49682167,10.50144333,12.76293733,11.84969167,8.937725,11.09023267,11.79289967,17.89886033,11.35963867,18.89359033,18.71972533,21.76889233,15.62623167,14.448317,12.62056867,16.57818767,9.264641,14.62790833,17.56966667,13.575767
